Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,627115,-,-,-,24.49,9.46,1,1083,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2022,1,1,0,30,7.800000000000001,0.64,0.032,0.72,0,0,0,0,3.7,0,0,0,0,75.53,177.20000000000002,0.37,898,0.9,51,4.800000000000001
2022,1,1,1,30,7.2,0.68,0.031,0.68,0,0,0,0,4,0,0,0,0,79.88,168.58,0.37,898,0.9,54,4.7
2022,1,1,2,30,6.7,0.73,0.029,0.68,0,0,0,0,4.1000000000000005,0,0,0,0,83.3,154.94,0.37,897,0.8,55,4.5
2022,1,1,3,30,6.300000000000001,0.79,0.028,0.68,0,0,0,0,4.1000000000000005,0,0,0,0,85.98,141.34,0.37,897,0.8,56,4.3
2022,1,1,4,30,5.800000000000001,0.84,0.027,0.68,0,0,0,0,4.1000000000000005,0,0,0,0,88.99,127.86,0.37,897,0.7000000000000001,57,4.1000000000000005
2022,1,1,5,30,5.300000000000001,0.88,0.027,0.68,0,0,0,0,4.1000000000000005,0,0,0,0,91.87,114.57000000000001,0.37,897,0.7000000000000001,57,3.9000000000000004
2022,1,1,6,30,5.1000000000000005,0.9,0.028,0.68,0,0,0,0,4,0,0,0,0,92.9,101.57000000000001,0.37,898,0.6000000000000001,58,3.8000000000000003
2022,1,1,7,30,6.1000000000000005,0.9,0.03,0.68,13,222,18,0,4,13,222,0,18,86.37,88.69,0.37,898,0.6000000000000001,61,4.4
2022,1,1,8,30,9,0.89,0.031,0.68,47,739,212,0,3.8000000000000003,47,739,0,212,70.01,77.06,0.37,899,0.6000000000000001,66,5.5
2022,1,1,9,30,12.100000000000001,0.85,0.031,0.68,64,903,427,0,2.7,64,903,0,427,52.77,66.24,0.37,899,0.6000000000000001,71,6.1000000000000005
2022,1,1,10,30,14.4,0.78,0.032,0.68,75,982,609,0,0.9,75,982,0,609,39.78,57.06,0.37,899,0.5,71,5.800000000000001
2022,1,1,11,30,16.1,0.71,0.033,0.68,82,1016,729,0,-1,82,1016,0,729,31.16,50.46,0.37,899,0.5,72,5.4
2022,1,1,12,30,17.400000000000002,0.64,0.035,0.68,86,1026,778,0,-2.5,86,1026,0,778,25.6,47.53,0.37,898,0.5,72,5.1000000000000005
2022,1,1,13,30,18.1,0.5700000000000001,0.037,0.68,86,1017,754,0,-3.8000000000000003,86,1017,0,754,22.23,48.94,0.37,897,0.5,71,4.9
2022,1,1,14,30,18.2,0.52,0.039,0.68,83,986,657,0,-4.7,83,986,0,657,20.67,54.35,0.37,897,0.5,69,4.800000000000001
2022,1,1,15,30,17.5,0.47000000000000003,0.042,0.68,75,920,497,0,-5.1000000000000005,75,920,0,497,20.990000000000002,62.730000000000004,0.37,897,0.5,66,4.7
2022,1,1,16,30,15.4,0.44,0.044,0.68,60,786,290,0,-4.800000000000001,60,786,0,290,24.45,73.05,0.37,897,0.5,63,4
2022,1,1,17,30,11.8,0.43,0.046,0.68,31,429,72,0,-4.2,31,429,0,72,32.52,84.53,0.37,898,0.5,60,2.9000000000000004
2022,1,1,18,30,9.8,0.43,0.048,0.68,0,0,0,0,-3.3000000000000003,0,0,0,0,39.58,97.02,0.37,899,0.5,58,3.1
2022,1,1,19,30,8.9,0.43,0.048,0.68,0,0,0,0,-2.6,0,0,0,0,44.25,109.89,0.37,899,0.5,57,3.5
2022,1,1,20,30,8,0.44,0.048,0.68,0,0,0,0,-2.2,0,0,0,0,48.61,123.09,0.37,899,0.5,57,3.6
2022,1,1,21,30,7.2,0.44,0.047,0.68,0,0,0,0,-1.8,0,0,0,0,52.83,136.51,0.37,900,0.5,58,3.7
2022,1,1,22,30,6.4,0.45,0.046,0.68,0,0,0,0,-1.3,0,0,0,0,57.95,150.07,0.37,899,0.5,60,3.7
2022,1,1,23,30,5.7,0.46,0.043000000000000003,0.68,0,0,0,0,-0.6000000000000001,0,0,0,0,63.97,163.71,0.37,899,0.5,64,3.6
2022,1,2,0,30,5,0.49,0.041,0.68,0,0,0,0,0.1,0,0,0,0,70.85000000000001,177.06,0.37,899,0.5,68,3.4000000000000004
2022,1,2,1,30,4.3,0.54,0.037,0.68,0,0,0,0,0.8,0,0,0,0,77.94,168.67000000000002,0.36,899,0.5,72,3.2
2022,1,2,2,30,3.8000000000000003,0.59,0.034,0.68,0,0,0,0,1.3,0,0,0,0,83.72,155.03,0.36,899,0.5,73,3
2022,1,2,3,30,3.3000000000000003,0.65,0.031,0.68,0,0,0,0,1.7000000000000002,0,0,0,0,89.16,141.43,0.36,898,0.5,74,2.7
2022,1,2,4,30,2.8000000000000003,0.72,0.029,0.68,0,0,0,0,2,0,0,0,0,94.79,127.95,0.36,899,0.4,73,2.6
2022,1,2,5,30,2.5,0.78,0.028,0.68,0,0,0,0,2.4000000000000004,0,0,0,0,99.05,114.65,0.36,899,0.4,72,2.5
2022,1,2,6,30,2.6,0.8200000000000001,0.028,0.68,0,0,0,0,2.6,0,0,0,0,100,101.64,0.36,899,0.5,71,2.7
2022,1,2,7,30,4.2,0.86,0.028,0.68,12,230,18,0,2.9000000000000004,12,230,0,18,91.2,88.73,0.36,900,0.5,70,3.5
2022,1,2,8,30,7.7,0.88,0.028,0.68,46,753,214,0,3,46,753,0,214,72.17,77.10000000000001,0.36,900,0.5,73,4.9
2022,1,2,9,30,11,0.88,0.027,0.68,62,918,431,0,2.4000000000000004,62,918,0,431,55.2,66.26,0.36,900,0.5,78,5.4
2022,1,2,10,30,13.600000000000001,0.86,0.027,0.68,71,990,610,0,1.2000000000000002,71,990,0,610,42.77,57.06,0.36,900,0.5,79,5.2
2022,1,2,11,30,15.700000000000001,0.84,0.028,0.68,78,1024,730,0,0,78,1024,0,730,34.42,50.42,0.36,899,0.5,79,5.1000000000000005
2022,1,2,12,30,17.2,0.8200000000000001,0.028,0.68,80,1036,781,0,-1,80,1036,0,781,29.080000000000002,47.45,0.36,898,0.5,79,5.1000000000000005
2022,1,2,13,30,18.1,0.81,0.028,0.68,79,1023,753,0,-1.8,79,1023,0,753,25.810000000000002,48.82,0.36,898,0.6000000000000001,78,5.300000000000001
2022,1,2,14,30,18.3,0.79,0.029,0.68,75,996,658,0,-2.5,75,996,0,658,24.310000000000002,54.22,0.36,897,0.6000000000000001,77,5.6000000000000005
2022,1,2,15,30,17.5,0.77,0.031,0.68,68,936,499,0,-2.7,68,936,0,499,25.150000000000002,62.59,0.36,897,0.6000000000000001,75,5.7
2022,1,2,16,30,15.4,0.75,0.032,0.68,55,814,294,0,-2.3000000000000003,55,814,0,294,29.53,72.91,0.36,897,0.6000000000000001,72,5
2022,1,2,17,30,12.100000000000001,0.75,0.034,0.68,29,484,77,0,-1.5,29,484,0,77,38.72,84.4,0.36,898,0.6000000000000001,69,3.7
2022,1,2,18,30,10,0.75,0.036000000000000004,0.68,0,0,0,0,-0.8,0,0,0,0,47.01,96.89,0.36,899,0.6000000000000001,67,3.5
2022,1,2,19,30,8.9,0.76,0.036000000000000004,0.68,0,0,0,0,-0.4,0,0,0,0,52.28,109.76,0.36,899,0.5,68,3.5
2022,1,2,20,30,7.9,0.78,0.036000000000000004,0.68,0,0,0,0,-0.2,0,0,0,0,56.7,122.96000000000001,0.36,900,0.5,70,3.3000000000000003
2022,1,2,21,30,7,0.8,0.035,0.68,0,0,0,0,-0.1,0,0,0,0,60.81,136.38,0.36,900,0.5,73,3.1
2022,1,2,22,30,6.2,0.84,0.034,0.68,0,0,0,0,0.1,0,0,0,0,65.06,149.95000000000002,0.36,900,0.5,76,3
2022,1,2,23,30,5.4,0.89,0.032,0.68,0,0,0,0,0.4,0,0,0,0,70.22,163.59,0.36,900,0.5,77,2.8000000000000003
2022,1,3,0,30,4.800000000000001,0.96,0.03,0.68,0,0,0,0,0.8,0,0,0,0,75.22,176.92000000000002,0.36,899,0.5,77,2.7
2022,1,3,1,30,4.3,1.02,0.028,0.68,0,0,0,0,1.2000000000000002,0,0,0,0,80.17,168.76,0.36,899,0.5,74,2.7
2022,1,3,2,30,3.9000000000000004,1.07,0.027,0.68,0,0,0,0,1.5,0,0,0,0,84.39,155.12,0.36,899,0.5,71,2.8000000000000003
2022,1,3,3,30,3.7,1.11,0.027,0.68,0,0,0,0,1.7000000000000002,0,0,0,0,86.71000000000001,141.52,0.36,898,0.5,68,2.9000000000000004
2022,1,3,4,30,3.5,1.1300000000000001,0.026000000000000002,0.68,0,0,0,0,1.8,0,0,0,0,88.53,128.03,0.36,898,0.5,66,3.2
2022,1,3,5,30,3.5,1.1400000000000001,0.026000000000000002,0.68,0,0,0,0,1.8,0,0,0,0,88.81,114.72,0.36,898,0.5,65,3.5
2022,1,3,6,30,3.7,1.1300000000000001,0.025,0.68,0,0,0,0,1.8,0,0,0,0,87.52,101.71000000000001,0.36,899,0.5,64,4
2022,1,3,7,30,5.1000000000000005,1.11,0.024,0.68,12,263,18,0,1.7000000000000002,12,263,0,18,78.69,88.78,0.36,899,0.4,64,4.9
2022,1,3,8,30,8.4,1.08,0.023,0.68,44,778,217,0,1.4000000000000001,44,778,0,217,61.31,77.14,0.36,899,0.4,66,6
2022,1,3,9,30,11.9,1.02,0.022,0.68,59,937,435,0,-0.2,59,937,0,435,43.27,66.28,0.36,899,0.4,73,6.7
2022,1,3,10,30,14.700000000000001,0.9500000000000001,0.023,0.68,68,996,610,0,-2.1,68,996,0,610,31.490000000000002,57.04,0.36,899,0.5,78,6.5
2022,1,3,11,30,16.7,0.91,0.024,0.68,75,1029,731,0,-3.2,75,1029,0,731,25.48,50.370000000000005,0.36,899,0.5,82,5.800000000000001
2022,1,3,12,30,18.1,0.87,0.025,0.68,78,1040,782,0,-4.1000000000000005,78,1040,0,782,21.73,47.36,0.36,898,0.5,87,5.300000000000001
2022,1,3,13,30,19,0.85,0.025,0.68,77,1035,760,0,-5,77,1035,0,760,19.27,48.7,0.36,898,0.5,90,5
2022,1,3,14,30,19.200000000000003,0.8300000000000001,0.027,0.68,74,999,660,0,-5.5,74,999,0,660,18.27,54.08,0.36,897,0.6000000000000001,90,4.800000000000001
2022,1,3,15,30,18.5,0.8200000000000001,0.028,0.68,66,942,502,0,-5.6000000000000005,66,942,0,502,19.03,62.45,0.36,897,0.6000000000000001,87,4.5
2022,1,3,16,30,16.2,0.8,0.03,0.68,54,820,297,0,-5.2,54,820,0,297,22.69,72.77,0.36,897,0.6000000000000001,81,3.6
2022,1,3,17,30,12.3,0.79,0.032,0.68,29,498,79,0,-4.4,29,498,0,79,30.86,84.26,0.36,898,0.6000000000000001,76,2.4000000000000004
2022,1,3,18,30,10.3,0.78,0.034,0.68,0,0,0,0,-3.6,0,0,0,0,37.46,96.75,0.36,898,0.6000000000000001,71,2.6
2022,1,3,19,30,9.3,0.78,0.036000000000000004,0.68,0,0,0,0,-2.9000000000000004,0,0,0,0,42.37,109.62,0.36,899,0.6000000000000001,69,2.8000000000000003
2022,1,3,20,30,8.4,0.78,0.038,0.68,0,0,0,0,-2.3000000000000003,0,0,0,0,46.78,122.83,0.36,899,0.7000000000000001,70,2.7
2022,1,3,21,30,7.5,0.77,0.039,0.68,0,0,0,0,-2,0,0,0,0,51.03,136.26,0.36,899,0.7000000000000001,73,2.6
2022,1,3,22,30,6.6000000000000005,0.74,0.041,0.68,0,0,0,0,-1.6,0,0,0,0,55.660000000000004,149.83,0.36,899,0.7000000000000001,78,2.4000000000000004
2022,1,3,23,30,5.9,0.72,0.043000000000000003,0.68,0,0,0,0,-1.2000000000000002,0,0,0,0,60.13,163.47,0.36,899,0.7000000000000001,83,2.2
2022,1,4,0,30,5.2,0.7000000000000001,0.044,0.68,0,0,0,0,-0.8,0,0,0,0,65.19,176.78,0.36,898,0.7000000000000001,87,2
2022,1,4,1,30,4.6000000000000005,0.7000000000000001,0.043000000000000003,0.68,0,0,0,0,-0.30000000000000004,0,0,0,0,70.43,168.84,0.36,898,0.7000000000000001,90,1.9000000000000001
2022,1,4,2,30,4,0.7000000000000001,0.043000000000000003,0.68,0,0,0,0,0.1,0,0,0,0,75.89,155.21,0.36,898,0.7000000000000001,90,1.8
2022,1,4,3,30,3.6,0.71,0.041,0.68,0,0,0,0,0.5,0,0,0,0,80.23,141.6,0.36,897,0.6000000000000001,88,1.7000000000000002
2022,1,4,4,30,3.3000000000000003,0.73,0.04,0.68,0,0,0,0,0.8,0,0,0,0,83.89,128.11,0.36,897,0.6000000000000001,84,1.6
2022,1,4,5,30,3.1,0.75,0.038,0.68,0,0,0,0,1.1,0,0,0,0,86.49,114.79,0.36,897,0.6000000000000001,81,1.6
2022,1,4,6,30,3.1,0.77,0.037,0.68,0,0,0,0,1.2000000000000002,0,0,0,0,87.5,101.77,0.36,898,0.6000000000000001,79,1.6
2022,1,4,7,30,4.800000000000001,0.79,0.036000000000000004,0.68,12,181,16,0,1.4000000000000001,12,181,0,16,78.4,88.83,0.36,898,0.6000000000000001,80,1.8
2022,1,4,8,30,8.700000000000001,0.8,0.037,0.68,48,719,208,0,1.5,48,719,0,208,60.63,77.17,0.36,898,0.6000000000000001,90,2.8000000000000003
2022,1,4,9,30,12.3,0.79,0.038,0.68,67,888,424,0,0.8,67,888,0,424,45.43,66.29,0.36,899,0.6000000000000001,116,2.8000000000000003
2022,1,4,10,30,15,0.77,0.039,0.68,78,964,603,0,-0.8,78,964,0,603,33.99,57.02,0.36,899,0.6000000000000001,140,2.7
2022,1,4,11,30,16.6,0.75,0.041,0.68,86,993,720,0,-1.7000000000000002,86,993,0,720,28.67,50.31,0.36,898,0.7000000000000001,155,2.7
2022,1,4,12,30,17.7,0.73,0.042,0.68,89,1005,771,0,-2.4000000000000004,89,1005,0,771,25.42,47.26,0.36,897,0.7000000000000001,166,2.7
2022,1,4,13,30,18.3,0.71,0.044,0.68,89,997,749,0,-2.8000000000000003,89,997,0,749,23.64,48.58,0.36,896,0.7000000000000001,174,2.8000000000000003
2022,1,4,14,30,18.3,0.6900000000000001,0.046,0.68,85,966,654,0,-3.1,85,966,0,654,23.18,53.94,0.36,896,0.7000000000000001,179,2.9000000000000004
2022,1,4,15,30,17.7,0.68,0.047,0.68,76,905,497,0,-3.2,76,905,0,497,23.89,62.300000000000004,0.36,896,0.7000000000000001,183,2.7
2022,1,4,16,30,15.700000000000001,0.67,0.049,0.68,61,774,292,0,-3.1,61,774,0,292,27.32,72.62,0.36,896,0.7000000000000001,188,2.1
2022,1,4,17,30,12.200000000000001,0.67,0.05,0.68,32,437,77,0,-2.7,32,437,0,77,35.4,84.12,0.36,896,0.7000000000000001,196,1.3
2022,1,4,18,30,10.5,0.67,0.05,0.68,0,0,0,0,-2.2,0,0,0,0,41.050000000000004,96.61,0.36,896,0.7000000000000001,197,1.2000000000000002
2022,1,4,19,30,9.8,0.67,0.05,0.68,0,0,0,0,-1.9000000000000001,0,0,0,0,43.980000000000004,109.49000000000001,0.36,897,0.7000000000000001,194,1.1
2022,1,4,20,30,9.4,0.67,0.05,0.68,0,0,0,0,-1.8,0,0,0,0,45.53,122.7,0.36,897,0.7000000000000001,185,1
2022,1,4,21,30,8.700000000000001,0.67,0.049,0.68,0,0,0,0,-1.8,0,0,0,0,47.77,136.13,0.36,896,0.7000000000000001,173,1
2022,1,4,22,30,7.9,0.66,0.048,0.68,0,0,0,0,-1.8,0,0,0,0,50.36,149.71,0.36,896,0.7000000000000001,164,1
2022,1,4,23,30,6.9,0.66,0.048,0.68,0,0,0,0,-1.8,0,0,0,0,53.72,163.35,0.36,896,0.7000000000000001,160,1.1
2022,1,5,0,30,6,0.65,0.048,0.68,0,0,0,0,-1.9000000000000001,0,0,0,0,56.800000000000004,176.63,0.36,896,0.7000000000000001,161,1.2000000000000002
2022,1,5,1,30,5.4,0.64,0.048,0.68,0,0,0,0,-2,0,0,0,0,58.69,168.92000000000002,0.36,895,0.6000000000000001,163,1.2000000000000002
2022,1,5,2,30,5,0.62,0.048,0.68,0,0,0,0,-2.2,0,0,0,0,59.81,155.3,0.36,895,0.6000000000000001,169,1.1
2022,1,5,3,30,4.7,0.6,0.049,0.68,0,0,0,0,-2.2,0,0,0,0,60.730000000000004,141.68,0.36,895,0.6000000000000001,178,1
2022,1,5,4,30,4.6000000000000005,0.5700000000000001,0.05,0.68,0,0,0,0,-2.2,0,0,0,0,61.160000000000004,128.18,0.36,895,0.6000000000000001,192,0.9
2022,1,5,5,30,4.5,0.56,0.049,0.68,0,0,0,0,-2.2,0,0,0,0,61.870000000000005,114.86,0.36,895,0.6000000000000001,209,0.7000000000000001
2022,1,5,6,30,4.5,0.56,0.048,0.68,0,0,0,0,-2.1,0,0,0,0,62.22,101.82000000000001,0.36,895,0.6000000000000001,228,0.6000000000000001
2022,1,5,7,30,5.6000000000000005,0.5700000000000001,0.047,0.68,12,129,15,0,-2,12,129,0,15,57.910000000000004,88.87,0.36,895,0.6000000000000001,242,0.7000000000000001
2022,1,5,8,30,8.5,0.59,0.048,0.68,52,687,205,1,-2,52,687,0,205,47.7,77.19,0.36,896,0.6000000000000001,241,1.3
2022,1,5,9,30,11.4,0.6,0.05,0.68,73,865,421,0,-2.2,73,865,0,421,38.7,66.29,0.36,896,0.6000000000000001,239,2.3000000000000003
2022,1,5,10,30,14,0.6,0.051000000000000004,0.68,85,946,600,0,-2.7,85,946,0,600,31.52,57,0.36,896,0.6000000000000001,241,3.2
2022,1,5,11,30,15.9,0.5700000000000001,0.053,0.68,94,982,722,0,-3.3000000000000003,94,982,0,722,26.62,50.25,0.36,895,0.6000000000000001,243,3.5
2022,1,5,12,30,17,0.55,0.053,0.68,97,997,775,0,-3.9000000000000004,97,997,0,775,23.72,47.160000000000004,0.36,894,0.6000000000000001,243,3.4000000000000004
2022,1,5,13,30,17.7,0.53,0.052000000000000005,0.68,95,992,753,0,-4.4,95,992,0,753,21.78,48.44,0.36,893,0.6000000000000001,241,3.3000000000000003
2022,1,5,14,30,17.7,0.51,0.052000000000000005,0.68,90,963,659,0,-4.9,90,963,0,659,21.11,53.79,0.36,893,0.6000000000000001,238,3.2
2022,1,5,15,30,17.2,0.5,0.052000000000000005,0.68,80,902,501,0,-5.1000000000000005,80,902,0,501,21.36,62.15,0.36,893,0.6000000000000001,234,3.1
2022,1,5,16,30,15.3,0.49,0.054,0.68,64,762,294,0,-5.2,64,762,0,294,23.87,72.47,0.36,893,0.7000000000000001,223,2.6
2022,1,5,17,30,11.8,0.48,0.055,0.68,34,419,78,0,-5.1000000000000005,34,419,0,78,30.240000000000002,83.98,0.36,893,0.7000000000000001,204,1.7000000000000002
2022,1,5,18,30,9.8,0.47000000000000003,0.056,0.68,0,0,0,0,-5,0,0,0,0,34.86,96.47,0.36,893,0.7000000000000001,193,1.7000000000000002
2022,1,5,19,30,8.700000000000001,0.44,0.058,0.68,0,0,0,0,-5,0,0,0,0,37.63,109.35000000000001,0.36,894,0.7000000000000001,191,1.6
2022,1,5,20,30,7.9,0.41000000000000003,0.061,0.68,0,0,0,0,-5,0,0,0,0,39.59,122.57000000000001,0.36,894,0.7000000000000001,193,1.5
2022,1,5,21,30,7.2,0.37,0.065,0.68,0,0,0,0,-5.1000000000000005,0,0,0,0,41.32,136.01,0.36,894,0.7000000000000001,199,1.4000000000000001
2022,1,5,22,30,6.7,0.33,0.07100000000000001,0.68,0,0,0,0,-5.2,0,0,0,0,42.53,149.59,0.36,894,0.7000000000000001,205,1.3
2022,1,5,23,30,6.4,0.28,0.078,0.68,0,0,0,0,-5.2,0,0,0,0,43.14,163.23,0.36,894,0.6000000000000001,207,1.3
2022,1,6,0,30,6.300000000000001,0.25,0.083,0.68,0,0,0,0,-5.4,0,0,0,0,42.93,176.48,0.36,893,0.6000000000000001,204,1.1
2022,1,6,1,30,6.300000000000001,0.23,0.08600000000000001,0.68,0,0,0,0,-5.6000000000000005,0,0,0,0,42.19,169,0.36,893,0.6000000000000001,193,0.9
2022,1,6,2,30,6.4,0.21,0.088,0.68,0,0,0,0,-5.9,0,0,0,0,41.08,155.38,0.36,892,0.6000000000000001,164,0.4
2022,1,6,3,30,6.300000000000001,0.2,0.092,0.68,0,0,0,0,-6.1000000000000005,0,0,0,0,40.660000000000004,141.76,0.36,892,0.5,83,0.2
2022,1,6,4,30,6,0.18,0.097,0.68,0,0,0,0,-6.300000000000001,0,0,0,0,40.78,128.25,0.36,892,0.6000000000000001,90,0.4
2022,1,6,5,30,5.9,0.17,0.10200000000000001,0.68,0,0,0,0,-6.6000000000000005,0,0,0,0,40.37,114.92,0.36,892,0.6000000000000001,348,0.5
2022,1,6,6,30,6,0.16,0.106,0.68,0,0,0,0,-6.800000000000001,0,0,0,0,39.42,101.88,0.36,892,0.6000000000000001,344,0.6000000000000001
2022,1,6,7,30,7.1000000000000005,0.16,0.107,0.68,11,19,12,0,-7,11,19,0,12,36.02,88.91,0.36,893,0.6000000000000001,337,0.6000000000000001
2022,1,6,8,30,10,0.16,0.108,0.68,73,536,191,0,-7.1000000000000005,73,536,0,191,29.240000000000002,77.21000000000001,0.36,893,0.5,319,0.5
2022,1,6,9,30,13.200000000000001,0.16,0.107,0.68,102,759,407,0,-7.300000000000001,102,759,0,407,23.43,66.29,0.36,893,0.5,295,0.8
2022,1,6,10,30,16.400000000000002,0.16,0.10400000000000001,0.68,118,865,589,0,-7.7,118,865,0,589,18.41,56.96,0.36,893,0.5,242,2.1
2022,1,6,11,30,18.2,0.17,0.101,0.68,126,918,714,0,-8.1,126,918,0,714,15.96,50.17,0.36,892,0.5,233,3.4000000000000004
2022,1,6,12,30,18.900000000000002,0.17,0.098,0.68,128,939,768,0,-8.3,128,939,0,768,15.02,47.050000000000004,0.36,891,0.5,229,4.4
2022,1,6,13,30,18.900000000000002,0.17,0.097,0.68,126,934,747,0,-8.4,126,934,0,747,14.950000000000001,48.300000000000004,0.36,891,0.5,229,4.800000000000001
2022,1,6,14,30,18.6,0.16,0.097,0.68,119,901,653,0,-8.5,119,901,0,653,15.120000000000001,53.63,0.36,890,0.5,230,4.7
2022,1,6,15,30,17.7,0.16,0.101,0.68,108,822,493,0,-8.6,108,822,0,493,15.83,61.99,0.36,890,0.5,232,4.2
2022,1,6,16,30,15.700000000000001,0.15,0.105,0.68,87,661,287,0,-8.700000000000001,87,661,0,287,17.8,72.32000000000001,0.36,890,0.5,228,2.9000000000000004
2022,1,6,17,30,12.600000000000001,0.14,0.108,0.68,44,277,74,0,-8.700000000000001,44,277,0,74,21.75,83.83,0.36,891,0.5,210,1.3
2022,1,6,18,30,11,0.14,0.109,0.68,0,0,0,0,-8.8,0,0,0,0,24.13,96.33,0.36,891,0.6000000000000001,190,1.2000000000000002
2022,1,6,19,30,10.200000000000001,0.14,0.11,0.68,0,0,0,0,-8.8,0,0,0,0,25.37,109.22,0.36,891,0.6000000000000001,179,1.3
2022,1,6,20,30,9.200000000000001,0.15,0.109,0.68,0,0,0,0,-8.8,0,0,0,0,27.09,122.44,0.36,892,0.6000000000000001,179,1.4000000000000001
2022,1,6,21,30,8.1,0.15,0.108,0.68,0,0,0,0,-8.9,0,0,0,0,28.93,135.88,0.36,892,0.6000000000000001,189,1.4000000000000001
2022,1,6,22,30,7.4,0.15,0.108,0.68,0,0,0,0,-9.200000000000001,0,0,0,0,29.8,149.47,0.36,892,0.6000000000000001,203,1.4000000000000001
2022,1,6,23,30,7.300000000000001,0.15,0.108,0.68,0,0,0,0,-9.4,0,0,0,0,29.34,163.1,0.36,892,0.6000000000000001,222,1.1
2022,1,7,0,30,7.300000000000001,0.14,0.112,0.68,0,0,0,0,-9.700000000000001,0,0,0,0,28.77,176.33,0.36,891,0.6000000000000001,269,0.8
2022,1,7,1,30,6.300000000000001,0.13,0.12,0.68,0,0,0,0,-9.9,0,0,0,0,30.41,169.07,0.36,891,0.6000000000000001,337,1
2022,1,7,2,30,4.800000000000001,0.11,0.133,0.68,0,0,0,0,-10,0,0,0,0,33.480000000000004,155.46,0.36,891,0.6000000000000001,267,1.4000000000000001
2022,1,7,3,30,3.9000000000000004,0.1,0.14400000000000002,0.68,0,0,0,0,-9.9,0,0,0,0,35.89,141.84,0.36,891,0.6000000000000001,7,1.8
2022,1,7,4,30,3.5,0.09,0.153,0.68,0,0,0,0,-9.5,0,0,0,0,38.1,128.32,0.36,891,0.6000000000000001,11,2.1
2022,1,7,5,30,3.2,0.09,0.159,0.68,0,0,0,0,-8.5,0,0,0,0,42.04,114.98,0.36,891,0.6000000000000001,15,2.2
2022,1,7,6,30,3.2,0.09,0.161,0.68,0,0,0,0,-7.1000000000000005,0,0,0,0,46.94,101.92,0.36,891,0.6000000000000001,16,2.1
2022,1,7,7,30,4.800000000000001,0.11,0.157,0.68,9,4,9,1,-5.7,9,4,0,9,46.64,88.93,0.36,892,0.6000000000000001,15,2.4000000000000004
2022,1,7,8,30,8.8,0.13,0.146,0.68,82,454,182,1,-4.6000000000000005,82,454,0,182,38.410000000000004,77.23,0.36,892,0.6000000000000001,12,3.3000000000000003
2022,1,7,9,30,12.4,0.16,0.131,0.68,111,713,398,0,-4.7,111,713,0,398,29.98,66.28,0.36,892,0.6000000000000001,87,3.1
2022,1,7,10,30,15.5,0.2,0.116,0.68,123,850,587,0,-6.6000000000000005,123,850,0,587,21.26,56.92,0.36,892,0.5,319,3.3000000000000003
2022,1,7,11,30,16.7,0.24,0.101,0.68,125,921,715,0,-7.4,125,921,0,715,18.53,50.1,0.36,892,0.5,304,3.8000000000000003
2022,1,7,12,30,17.400000000000002,0.29,0.085,0.68,119,960,774,0,-7.9,119,960,0,774,17.1,46.93,0.36,891,0.5,299,4.2
2022,1,7,13,30,17.7,0.37,0.069,0.68,106,976,757,0,-8.3,106,976,0,757,16.15,48.160000000000004,0.36,891,0.5,298,4.4
2022,1,7,14,30,17.7,0.48,0.054,0.68,91,969,668,0,-9,91,969,0,668,15.39,53.480000000000004,0.36,890,0.5,298,4.4
2022,1,7,15,30,17.1,0.58,0.042,0.68,75,930,514,0,-9.5,75,930,0,514,15.32,61.83,0.36,890,0.5,301,4.1000000000000005
2022,1,7,16,30,15,0.64,0.035,0.68,57,825,310,0,-9.9,57,825,0,310,17.05,72.16,0.36,891,0.5,306,3
2022,1,7,17,30,11.100000000000001,0.65,0.032,0.68,31,528,89,0,-9.9,31,528,0,89,21.89,83.68,0.36,891,0.5,316,1.7000000000000002
2022,1,7,18,30,9.200000000000001,0.63,0.032,0.68,0,0,0,0,-9.700000000000001,0,0,0,0,25.23,96.19,0.36,892,0.5,333,2
